xobs,zobs,u
23852.3225785487,373.608455857207,5.67476698192745
23956.857413758,659.502167693649,5.59186949215336
24090.1962448449,441.994745950937,5.73371854075496
24332.1295831556,107.268449488102,5.48414353170167
25146.2515345903,564.054130317518,5.54417283221335
25152.4029902532,559.209385660537,5.5525887604629
25253.046209942,489.957376059223,5.4447876577341
25380.3892094911,706.374655732737,5.53196626368707
25966.9066197257,513.219771854251,5.58913925552311
26257.5722907098,422.064917467978,5.54308031565768
26898.5159397618,517.822418223437,5.574177681512
27258.3380806384,225.623289273398,5.83638156124733
27481.2740187728,494.33734779693,5.4928743403832
27632.6081207431,671.712182757376,5.53627545090559
27758.5280480256,736.461654090297,5.53546189669429
28121.262105673,129.713498462716,5.53625451444695
28839.8066862412,408.091870923375,5.66341734390874
29523.7380236285,164.357850410675,5.42416445382904
29896.9216363246,821.89426347655,5.44385538740296
29976.7005605904,658.962718249032,5.55434922689357
30499.7283512504,329.546867508314,5.59243551245704
31073.9492950072,676.286486633379,5.67410069188693
31630.0947891372,277.163882823227,5.63520089696398
31778.9988476009,354.954939302789,5.62533086761074
33421.9280497361,330.718505951941,5.42868801705571
33850.3556796187,96.0116828117445,5.5749276522573
34073.7929402292,659.043681685391,5.44576740396042
34145.3045210691,375.116794570544,5.63535370782064
35491.8922408036,614.10221528165,5.50098703268012
35734.379786385,564.673582430829,5.57752109623838
36226.899311004,806.68267005855,5.30212183689977
36565.5638844863,382.710325183667,5.43851111500092
37145.1609247294,24.7441262710839,4.69572748698488
37153.0139096615,43.8636784142571,4.59854631446554
37183.5153218599,118.12503839495,4.75437849230001
37209.9047487084,182.375005384617,4.44040829809141
37260.9569126072,286.712652596081,4.45025965894829
37730.5433773258,535.175972627876,4.55293008194043
40650.8833203669,422.61513465233,4.62670533941884
40839.6793613,29.8567676062712,4.62235638310642
41371.3594597862,716.695043332686,4.84285080984293
41452.3532202991,241.927287598399,4.7067946355406
41576.8545459144,156.638058840957,4.5513361139077
41626.8143703797,233.003917800418,4.83493386477292
41690.3537509446,584.050614195911,4.50659076209834
42334.4118594056,671.124894405753,4.58337635129662
42929.9191960736,845.106745662834,4.71849494858842
43686.1647482426,740.456270956521,4.53716474924749
43737.0321717195,548.935792072441,4.56676610561759
43752.6870736969,477.320506305215,4.57424240266755
44128.223331054,142.568095382908,4.64961270828538
44131.3401792877,116.456142139803,4.56191768980937
44997.4123572085,266.887018236232,4.60716332380498
45499.2254505018,645.413145055161,4.65453133507675
45650.711137087,828.395244292326,4.54916443778129
45812.2864723825,381.162518671535,4.65187126755699
46020.7903414388,728.267102919389,4.39821278661868
48219.3046750497,758.44392841493,4.56530492050383
48401.8736602159,442.709565430619,4.6819291080777
48514.1471626295,646.741659550096,4.62256590321288
49065.4101365654,733.997959121699,4.58702794631048
49843.5343606571,278.971790620422,4.73855640119959
49853.6711801674,265.269210037713,4.49642513326465
50894.0944131069,810.832892227617,4.75401037016319
51301.616751423,369.366818577667,4.69523791019293
51527.7438771427,699.131737431154,4.63622476646846
51811.9265580987,721.038576848036,4.77146666633339
52034.2886340919,572.022680469119,4.38166134008261
52543.8811775989,326.138882332139,4.49332587862726
52645.8960809853,264.999863121337,4.5017448783842
52662.4274456133,247.21244424725,4.64364913258416
52843.2012228417,88.6419878619015,4.48858897578879
53886.5240114213,506.489978412209,4.67772207271502
53939.7655883049,790.826794371282,4.48832912424531
54732.4985757772,458.255556610789,4.74699578944957
56225.96201387,649.674349104851,4.68277154374467
56525.6086617463,112.521392610467,4.63286080184009
57279.7986529927,624.674580903211,4.77118334155414
57624.4148425543,641.953424509683,4.58689167510526
57761.1488654833,318.394848711372,4.67113303482797
58071.0492992867,813.800151629373,4.62170792054266
58145.361258072,162.241172965396,4.4114373283588
59504.4224237968,575.817019003049,4.48169255602904
59718.0196096743,321.860234433634,4.50969962244441
60759.9219430316,865.307441912841,4.44695915821019
61844.8573501787,184.054984752322,4.47533786912976
62195.8943084683,637.94077982371,4.59738442687209
62548.9222124669,486.192689509206,4.40483851177278
62571.2189085134,518.239991512754,4.5789976283245
62706.1420883186,797.543333413623,4.55511279774784
63037.070982254,778.008245712203,4.69803206975581
63324.2081548342,68.6804749153985,4.44681708070115
63453.6032801308,154.996972474201,4.56725379864897
64807.466642831,343.814706517925,4.59415940618756
65481.2324174421,326.046854085861,4.52769985702553
65609.5970983543,487.271232102934,4.65623861760961
66042.9907242749,538.703863229617,4.82256843168713
66614.6022893545,395.454871646705,4.60000973188313
66736.9326413371,302.385263903178,4.62984044588317
67376.1581260055,808.161918869503,4.58469108911692
68027.8162256119,595.784200084746,4.4684236056812
68351.4903714003,334.29585859631,4.63050275891653
68892.7940573828,568.851765770692,4.47188441244616
69018.7303372111,627.118615404434,4.5835107833412
69163.6167199704,773.981293263038,4.40484575515917
70149.2133593702,350.742153308425,4.48790124128553
70166.6973359992,237.749708701317,4.60111972007054
71003.8488048856,805.222285946498,4.64298420623249
71954.9362623392,841.672307123076,5.6600502414706
72906.2771474399,785.073128634012,5.69684070747952
74152.5156112041,419.094190639613,5.43066410507079
74285.8213615968,61.6987923514744,5.5563727285469
74540.7127321784,247.605372458361,5.66062670762943
76149.6117820437,334.530648787042,5.66780783194249
76331.1976704023,799.139990548117,5.56840780404153
76578.0106834947,74.3167682368754,5.46370128789624
76611.1554332832,290.486483249636,5.7088334661331
76940.8942013994,458.473365758735,5.55747305946787
77399.7884103527,519.150954159024,5.37632286860137
78210.6236182417,294.484886249551,5.53853116604768
78728.7999792865,738.219963998499,5.54191205802388
78828.7805594525,466.429942955448,5.59223122827256
79405.0647596244,188.937686786857,5.45812345944012
79430.3626452317,200.083588430633,5.67852167215934
79683.1606625366,641.375444693397,5.48710337561476
80135.8257888802,856.964124642342,5.45689667813725
81939.4024029629,568.324758968787,5.5328351688539
82803.2806777829,427.808362525708,5.60491370920716
83744.1366308155,256.64945038258,5.63090317394921
84820.5398992836,531.813369708363,5.64656685660179
85198.1555331085,557.025326563826,5.25789146997895
85212.0447359075,544.95004390037,5.69284137612457
86257.0627557751,476.475934493397,5.64071351570634
86991.3230936527,399.122420373766,5.63211971856591
88443.0971013855,481.393883277238,5.52101311477807
88750.8968949814,405.994007559537,5.66770398169935
88970.3499956468,206.757002783592,5.74219932326405
89759.9399164162,783.53389129989,5.53586567563273
91225.0492515247,693.201790337614,5.5086877079962
91772.7534981372,160.05405845495,5.63620884284305
91869.161101228,544.970588151316,5.68112679073302
92131.9948219871,568.363199351841,5.59459595935867
92210.8570366082,360.206325853172,5.59797945256742
92431.1228212478,374.560562024091,5.59561063223641
92789.7407089649,683.816276030179,5.66241974999709
95103.7977711538,361.83338645573,5.48340485274062
95196.7816483167,358.478751085733,5.58943786494743
95385.194745685,669.896266292649,5.52304089497633
97308.3977258867,767.970248701406,5.51408723556321
97925.9154307188,383.988930419455,5.50190103207115
97991.5876305339,843.861641355811,5.5880844727208
99100.2807076123,601.683049957278,5.53510694544143
99699.030355614,713.671484836628,5.58462592278165
99743.6471750273,804.00628988566,5.56785899066533
